standard_key,standard_title,grade,level,text
understanding_context,UNDERSTANDING CONTEXT,9,emerging,"Begins to explore research and empathetic observation to begin to understand needs and uncover design opportunities, guided by curiosity and compassion.

States design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment."
understanding_context,UNDERSTANDING CONTEXT,9,developing,"Somewhat explores research and empathetic observation to understand some needs and uncover adequately meaningful design opportunities, guided by curiosity and compassion.

Identifies design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment."
understanding_context,UNDERSTANDING CONTEXT,9,proficient,"Explores research and empathetic observation to understand needs and uncover meaningful design opportunities, guided by curiosity and compassion.

Outlines design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment."
understanding_context,UNDERSTANDING CONTEXT,9,extending,"Explores and describes research and empathetic observation to understand needs and uncover exceptionally meaningful design opportunities, guided by curiosity and compassion.

Describes design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment."
understanding_context,UNDERSTANDING CONTEXT,10,emerging,"Explores research and empathetic observation to understand needs and uncover meaningful design opportunities, guided by curiosity and compassion.

Identifies design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment."
understanding_context,UNDERSTANDING CONTEXT,10,developing,"Explores and describes research and empathetic observation to understand needs and uncover meaningful design opportunities, guided by curiosity and compassion.

Outlines design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment."
understanding_context,UNDERSTANDING CONTEXT,10,proficient,"Explores and explains research and empathetic observation to understand needs and uncover meaningful design opportunities, guided by curiosity and compassion.

Describes design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment."
understanding_context,UNDERSTANDING CONTEXT,10,extending,"Explores and justifies research and empathetic observation to understand needs and uncover exceptionally meaningful design opportunities, guided by curiosity and compassion.

Explains design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment."
understanding_context,UNDERSTANDING CONTEXT,11,emerging,"Outlines design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment.

Explores and explains research and empathetic observation to understand needs and uncover meaningful design opportunities, guided by curiosity and compassion."
understanding_context,UNDERSTANDING CONTEXT,11,developing,"Describes design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment.

Explores and justifies research and empathetic observation to understand needs and uncover meaningful design opportunities, guided by curiosity and compassion."
understanding_context,UNDERSTANDING CONTEXT,11,proficient,"Explains design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment.

Synthesizes and justifies research and empathetic observation to understand needs and uncover meaningful design opportunities, guided by curiosity and compassion."
understanding_context,UNDERSTANDING CONTEXT,11,extending,"Justifies design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment.

Synthesizes and justifies research and empathetic observation to understand needs and uncover exceptionally meaningful design opportunities, guided by curiosity and compassion."
understanding_context,UNDERSTANDING CONTEXT,12,emerging,"Describes design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment."
understanding_context,UNDERSTANDING CONTEXT,12,developing,"Explains design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment."
understanding_context,UNDERSTANDING CONTEXT,12,proficient,"Justifies design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment."
understanding_context,UNDERSTANDING CONTEXT,12,extending,"Justifies, and evaluates decisions of, design skills, tools, and technologies needed based on social, ethical, and/or sustainability considerations to serve individuals, communities, and/or the environment."
define_and_ideate,DEFINE AND IDEATE,9,emerging,"Presents one design ideas by gathering inspiration, taking creative risks, and considering multiple viable ideas criteria and constraints.

States design idea based on intended service impact (for individuals, communities and/or the environment) and begins to recognize contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,9,developing,"Presents a few feasible design ideas by gathering inspiration and taking creative risks.

Identifies design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes some contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,9,proficient,"Presents a range of feasible design ideas by gathering inspiration, taking creative risks, and considering constraints.

Outlines design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes several contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,9,extending,"Presents a wide range of feasible design ideas by gathering inspiration, taking creative risks, and considering viable ideas criteria and constraints.

Describes design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes a range of contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,10,emerging,"Presents a few feasible design ideas by gathering inspiration and taking creative risks.

Identifies design idea based on intended service impact (for individuals, communities and/or the environment) and begins to recognize contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,10,developing,"Develops a feasible design idea by gathering inspiration, taking creative risks, and considering constraints.

Outlines design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes some contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,10,proficient,"Develops a range of feasible design ideas by gathering inspiration, taking creative risks, and considering viable ideas criteria and constraints.

Describes design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes a range of contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,10,extending,"Develops a wide range of feasible design ideas by gathering inspiration, taking creative risks, and considering multiple viable ideas criteria and constraints.

Explains design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes a range of contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,11,emerging,"Develops few feasible design ideas by gathering inspiration, taking creative risks, and considering constraints.

Outlines design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes some contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,11,developing,"Develops some feasible design ideas by gathering inspiration, taking creative risks, and considering viable ideas criteria and constraints.

Describes design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes a range of contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,11,proficient,"Develops a range of feasible design ideas by gathering inspiration, taking creative risks, and examining viable ideas criteria and constraints, describing limitations.

Explains design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes a range of contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,11,extending,"Develops a wide range of feasible design ideas by gathering inspiration, taking creative risks, and examining viable ideas criteria and constraints, explaining limitations.

Justifies design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes a range of contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,12,emerging,"Develops feasible design ideas by gathering inspiration, taking creative risks, and summarizing.

Outlines design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes some contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,12,developing,"Develops a range of feasible design ideas by gathering inspiration, taking creative risks, and examining viable ideas criteria and constraints, describing limitations.

Describes design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes a range of contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,12,proficient,"Develops a wide range of feasible design ideas by gathering inspiration, taking creative risks, and examining viable ideas criteria and constraints, explaining limitations.

Explains design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes a range of contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
define_and_ideate,DEFINE AND IDEATE,12,extending,"Develops a wide range of feasible design ideas by gathering inspiration, taking creative risks, and examining viable ideas criteria and constraints, explaining and justifying limitations.

Exceptionally justifies design idea based on intended service impact (for individuals, communities and/or the environment) and recognizes a wide range of contextual factors (social, ethical, and/or sustainability) to serve individuals, communities, and the environment while remaining open to iteration."
prototype_and_test,PROTOTYPE AND TEST,9,emerging,"Begins to construct a development and production plan, stating a prototyping method, tool adaptations, materials, and procedures, as needed.

Begins to use learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,9,developing,"Somewhat constructs a development and production plan, identifying a prototyping method, tool adaptations, materials, and procedures, as needed.

Adequately uses learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,9,proficient,"Constructs a development and production plan, outlining a prototyping method, tool adaptations, materials, and procedures, as needed.

Applies learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,9,extending,"Thoroughly constructs a development and production plan, describing a prototyping method, tool adaptations, materials, and procedures, as needed.

Analyzes learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,10,emerging,"Begin to construct a development and production plan, identifying a prototyping method, tool adaptations, materials, and procedures, as needed.

Begins to apply learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,10,developing,"Somewhat constructs a development and production plan, describing a prototyping method, tool adaptations, materials, and procedures, as needed.

Adequately applies learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,10,proficient,"Constructs a development and production plan, explaining a prototyping method, tool adaptations, materials, and procedures, as needed.

Synthesizes learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,10,extending,"Thoroughly constructs a development and production plan, justifying a prototyping method, tool adaptations, materials, and procedures, as needed.

Thoroughly synthesizes learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,11,emerging,"Begins to construct a development and production plan, outlining a prototyping method, tool adaptations, materials, and procedures, as needed.

Begins to apply learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,11,developing,"Somewhat synthesizes learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,11,proficient,"Constructs a development and production plan, explaining a prototyping method, tool adaptations, materials, and procedures, as needed.

Evaluates learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,11,extending,"Thoroughly synthesizes learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth.

Thoroughly constructs a development and production plan, justifying a prototyping method, tool adaptations, materials, and procedures, as needed.

Thoroughly evaluates learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,12,emerging,"Begins to construct a development and production plan, describing a prototyping method, tool adaptations, materials, and procedures, as needed.

Begins to evaluate learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,12,developing,"Somewhat constructs a development and production plan, explaining a prototyping method, tool adaptations, materials, and procedures, as needed.

Somewhat evaluates learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,12,proficient,"Constructs a development and production plan, justifying a prototyping method, tool adaptations, materials, and procedures, as needed.

Evaluates, with explanation, learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
prototype_and_test,PROTOTYPE AND TEST,12,extending,"Constructs a robust development and production plan, justifying a prototyping method, tool adaptations, materials, and procedures, as needed.

Critically evaluates, with justification learning from tests, feedback, data to refine or abandon designs, maintaining a commitment to growth."
make,MAKE,9,emerging,"Follows a plan with frequent support; may need reminders to describe changes.

Selects tools or materials with guidance. Technical skills are in the early stages."
make,MAKE,9,developing,"Follows a plan with some help, sometimes describing simple changes.

Selects common tools and materials with some support. Technical skills show growth and developing abilities."
make,MAKE,9,proficient,"Follows a plan with limited support, describing and making purposeful changes.

Selects appropriate tools and materials for tasks. Demonstrates competent technical skills."
make,MAKE,9,extending,"Follows and adapts a plan independently, clearly explaining decisions and changes.

Confidently selects and uses tools and materials effectively. Shows strong technical skills."
make,MAKE,10,emerging,"Needs confirmation when selecting tools or materials. Developing technical skills with support.

Follows a plan with guidance, describing basic changes."
make,MAKE,10,developing,"Begins selecting tools and materials with limited input. Technical skills are improving.

Follows a plan with some independence, occasionally describing and justifying changes."
make,MAKE,10,proficient,"Selects appropriate tools and materials with growing confidence. Demonstrates sound technical skills.

Follows and adapts a plan independently, clearly describing changes."
make,MAKE,10,extending,"Selects and applies tools and materials confidently and appropriately. Technical skills are precise and effective.

Independently adapts and refines a plan, justifying changes with insight."
make,MAKE,11,emerging,"Requires confirmation that the correct tools, technologies and/or materials are selected for appropriate tasks, resulting in emerging technical skills.

Follows a plan with support, explaining changes made."
make,MAKE,11,developing,"Demonstrates some confidence in selecting appropriate tools, technologies, and/or materials, resulting in developing technical skills.

Follows a plan with some independence, occasionally describing and justifying changes made."
make,MAKE,11,proficient,"Requires confirmation that the best available tools, technologies and/or materials are selected for appropriate tasks, resulting in emerging technical skills.

Demonstrates some confidence in selecting appropriate tools, technologies, and/or materials, resulting in developing technical skills."
make,MAKE,11,extending,"Effectively and independently demonstrates confidence in selecting suitable tools, technologies, and materials for tasks, resulting in consistent technical skills.

Follows and adapts a plan with increasing independence, clearly describing and justifying changes made."
make,MAKE,12,emerging,"Requires confirmation that the correct tools, technologies and/or materials are selected for appropriate tasks, resulting in emerging technical skills.

Follows a plan with support, explaining changes made."
make,MAKE,12,developing,"Demonstrates some confidence in selecting appropriate tools, technologies, and/or materials, resulting in developing technical skills.

Follows a plan with some independence, occasionally describing and justifying changes made."
make,MAKE,12,proficient,"Requires confirmation that the best available tools, technologies and/or materials are selected for appropriate tasks, resulting in emerging technical skills.

Demonstrates some confidence in selecting appropriate tools, technologies, and/or materials, resulting in developing technical skills."
make,MAKE,12,extending,"Effectively and independently demonstrates confidence in selecting suitable tools, technologies, and materials for tasks, resulting in consistent technical skills.

Follows and adapts a plan with increasing independence, clearly describing and justifying changes made."
share,SHARE,9,emerging,"States how the product served individuals, communities, and/or the environment.

Present product with rationale for the selected solution, stating modifications and procedures, and using basic terminology for an intended audience."
share,SHARE,9,developing,"Identifies how the product served individuals, communities, and/or the environment.

Present product with rationale for the selected solution, identifying modifications and procedures, and using some accurate terminology for an intended audience."
share,SHARE,9,proficient,"Outlines how the product served individuals, communities, and/or the environment.

Present product with rationale for the selected solution, outlining modifications and procedures, and using accurate terminology for an intended audience."
share,SHARE,9,extending,"Describes how the product served individuals, communities, and/or the environment.

Present product with rationale for the selected solution, describing modifications and procedures, and using a range of excellent terminology for an intended audience."
share,SHARE,10,emerging,"Identifies how the product served individuals, communities, and/or the environment.

Present product with rationale for the selected solution, outlining modifications and procedures, and using basic terminology for an intended audience."
share,SHARE,10,developing,"Outlines how the product served individuals, communities, and/or the environment.

Present product with rationale for the selected solution, outlining modifications and procedures, and using some accurate terminology for an intended audience."
share,SHARE,10,proficient,"Describes how the product served individuals, communities, and/or the environment.

Present product with rationale for the selected solution, describing modifications and procedures, and using terminology accurately for an intended audience."
share,SHARE,10,extending,"Explains how the product served individuals, communities, and/or the environment.

Present product with rationale for the selected solution, explaining modifications and procedures, and using a range of excellent terminology for an intended audience."
share,SHARE,11,emerging,"Outlines how the product served individuals, communities, and/or the environment.

Present product with rationale for the selected solution, outlining modifications and procedures, and using basic terminology for an intended audience.

Describes how the product served individuals, communities, and/or the environment."
share,SHARE,11,developing,"Describes how the product served individuals, communities, and/or the environment.

Explains and evaluates how the product served individuals, communities, and/or the environment.

Present product with rationale for the selected solution, describing modifications and procedures, and using terminology accurately for an intended audience."
share,SHARE,11,proficient,"Explains and evaluates how the product served individuals, communities, and/or the environment.

Present product with rationale for the selected solution, explaining modifications and procedures, and using terminology accurately for an intended audience."
share,SHARE,11,extending,"Justifies and evaluates how the product served individuals, communities, and/or the environment.

Present product with rationale for the selected solution, explaining and evaluating modifications and procedures, and using terminology accurately for an intended audience."
share,SHARE,12,emerging,"Present product with rationale for the selected solution, describing modifications and procedures, and using basic terminology for an intended audience.

Describes how the product served individuals, communities, and/or the environment."
share,SHARE,12,developing,"Present product with rationale for the selected solution, describing modifications and procedures, and using terminology accurately for an intended audience.

Describes and evaluates how the product served individuals, communities, and/or the environment."
share,SHARE,12,proficient,"Present product with rationale for the selected solution, explaining modifications and procedures, and using terminology accurately for an intended audience.

Justifies and evaluates how the product served individuals, communities, and/or the environment."
share,SHARE,12,extending,"Present product with rationale for the selected solution, explaining and evaluating modifications and procedures, and using a range of excellent terminology for an intended audience.

Thoroughly justifies and evaluates how the product served individuals, communities, and/or the environment."